Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A multi-learning strategy golden eagle optimization algorithm for feature selection in data classification,International Journal of Machine Learning and Cybernetics,,,,10.1007/s13042-025-02721-x,Zhidan LiLing YuYuyang HuangHongying Zhao,2025,https://link.springer.com/article/10.1007/s13042-025-02721-x,Article
The Study of Cluster-Based Energy-Efficient Algorithms of Flying Ad-Hoc Networks,Emerging Trends in Expert Applications and Security,,,,10.1007/978-981-99-1909-3_1,Ayushi SharmaSandeep SharmaPrabhsimran Singh,2023,https://link.springer.com/chapter/10.1007/978-981-99-1909-3_1,Conference paper
Path Planning Algorithm of Robot Dynamic Target Based on State Change,"Advances in Guidance, Navigation and Control",,,,10.1007/978-981-15-8155-7_351,Qijie ChenZhicai XiaoYuqiang JinTaoyu Wang,2022,https://link.springer.com/chapter/10.1007/978-981-15-8155-7_351,Conference paper
A geometry-based method for the rapid deployment of a UAV pseudolite navigation system in a target area,Journal of Geodesy,,,,10.1007/s00190-023-01790-6,Xin YangWenxiang LiuXiaozhou YeXiangjun LiShipeng WeiFeixue Wang,2023,https://link.springer.com/article/10.1007/s00190-023-01790-6,Article
Improving navigational parameters and control of autonomous robot using hybrid SOMA–PSO technique,Evolutionary Intelligence,,,,10.1007/s12065-023-00820-8,Manoj Kumar MuniPragyan Kumar PradhanPrasant Ranjan DhalSaroj KumarRabinarayan SethiSanjay Kumar Patra,2023,https://link.springer.com/article/10.1007/s12065-023-00820-8,Article
Multiobjective Evolutionary Approach for&#xa0;Flight Planning of&#xa0;an&#xa0;Autonomous Fleet of&#xa0;Unmanned Aerial Vehicles in&#xa0;Exploration and&#xa0;Surveillance Missions,Advancements in Optimization and Nature-Inspired Computing for Solutions in Contemporary Engineering Challenges,,,,10.1007/978-981-96-0706-8_2,Sergio Nesmachnow,2025,https://link.springer.com/chapter/10.1007/978-981-96-0706-8_2,Chapter
Obstacle Avoidance and Trajectory Tracking Control of a Quadrotor UAV Under Wind Disturbance,"Advances in Guidance, Navigation and Control",,,,10.1007/978-981-19-6613-2_585,Zhihao CaiZeyu HaoJiang ZhaoYingxun Wang,2023,https://link.springer.com/chapter/10.1007/978-981-19-6613-2_585,Conference paper
Artificial intelligence for waste management in smart cities: a review,Environmental Chemistry Letters,,,,10.1007/s10311-023-01604-3,Bingbing FangJiacheng YuZhonghao ChenAhmed I. OsmanMohamed FarghaliIkko IharaEssam H. HamzaDavid W. RooneyPow-Seng Yap,2023,https://link.springer.com/article/10.1007/s10311-023-01604-3,Article
"Metaheuristic Algorithms Since 2020: Development, Taxonomy, Analysis, and Applications",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10408-3,Arunita DasRebika RaiBuddhadev SasmalKrishna Gopal DhalRuba Abu KhurmaRamesh Saha,2025,https://link.springer.com/article/10.1007/s11831-025-10408-3,Article
Performance evaluation of mobile robotic system for monitoring and inspection using MQTT protocol and IoT technique,International Journal of Intelligent Robotics and Applications,,,,10.1007/s41315-025-00465-z,Amitava DasRavi Kant Jain,2025,https://link.springer.com/article/10.1007/s41315-025-00465-z,Article
Multi-constrained cooperative path planning of multiple drones for persistent surveillance in urban environments,Complex & Intelligent Systems,,,,10.1007/s40747-021-00300-5,Yu WuShaobo WuXinting Hu,2021,https://link.springer.com/article/10.1007/s40747-021-00300-5,Article
A Comprehensive Survey on Seagull Optimization Algorithm and Its Variants,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10249-0,Vimal Kumar PathakSwati GangwarMithilesh K. Dikshit,2025,https://link.springer.com/article/10.1007/s11831-025-10249-0,Article
Optimal trajectory generation of a drone for wheelchair tracking using mixed-integer programming,Artificial Life and Robotics,,,,10.1007/s10015-021-00710-1,Shun WatanabeMasakazu Mukai,2021,https://link.springer.com/article/10.1007/s10015-021-00710-1,Article
Embodied navigation,Science China Information Sciences,,,,10.1007/s11432-024-4303-8,Yunhao LiuLi LiuYawen ZhengYunhuai LiuFan DangNingbo LiKe Ma,2025,https://link.springer.com/article/10.1007/s11432-024-4303-8,Article
Global Round-up Strategy Based on an Improved Hungarian Algorithm for Multi-robot Systems,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-024-02190-4,Meng ZhouJianyu LiChang WangJing WangWeifeng ZhaiVicenç Puig,2024,https://link.springer.com/article/10.1007/s10846-024-02190-4,Article
Multi-MAV Autonomous Full Coverage Search in Cluttered Forest Environments,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-022-01723-z,Xiaoling XuDamian MarelliWei MengFumin ZhangQianqian CaiMinyue Fu,2022,https://link.springer.com/article/10.1007/s10846-022-01723-z,Article
Novel joint data collection and wireless charging algorithm for rechargeable wireless sensor networks,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-024-01870-0,Pankaj ChandraSantosh Soni,2025,https://link.springer.com/article/10.1007/s12083-024-01870-0,Article
Intelligent and Fuzzy UAV Transportation Applications in Aviation 4.0,Intelligent and Fuzzy Techniques in Aviation 4.0,,,,10.1007/978-3-030-75067-1_19,Mahmoud GolabiMazyar Ghadiri Nejad,2022,https://link.springer.com/chapter/10.1007/978-3-030-75067-1_19,Chapter
A Cost-Effective Unmanned Ground Vehicle (UGV) Using Swarm Robotics Technology for Surveillance and Future Combat,Proceedings of the Fourth International Conference on Trends in Computational and Cognitive Engineering,,,,10.1007/978-981-19-9483-8_14,Shamim AhmedMd. Khoshnur AlamM. Rifat Abdullah DipuSwarna DebnathSadia HaqueTaiba Akhter,2023,https://link.springer.com/chapter/10.1007/978-981-19-9483-8_14,Conference paper
An Adaptive Local Grid Nesting-based Genetic Algorithm for Multi-earth Observation Satellites’ Area Target Observation,Journal of Systems Science and Systems Engineering,,,,10.1007/s11518-024-5591-2,Ligang XingWei XiaXiaoxuan HuWaiming ZhuYi Wu,2024,https://link.springer.com/article/10.1007/s11518-024-5591-2,Article
The use of drones for mosquito surveillance and control,Parasites & Vectors,,,,10.1186/s13071-022-05580-5,Gabriel Carrasco-EscobarMarta MorenoKimberly FornaceManuela Herrera-VarelaEdgar ManriqueJan E. Conn,2022,https://link.springer.com/article/10.1186/s13071-022-05580-5,Article
Energy-aware ACO-DNN optimization model for intrusion detection of unmanned aerial vehicle (UAVs),Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04362-2,Jitendra Kumar SamriyaMohit KumarRajeev Tiwari,2022,https://link.springer.com/article/10.1007/s12652-022-04362-2,Article
Landslide susceptibility prediction method based on HSOM and IABPA-CNN in Wenchuan earthquake disaster area,Journal of Mountain Science,,,,10.1007/s11629-024-8971-7,Dunlong LiuQian XiangXuejia SangShaojie ZhangHongjuan Yang,2024,https://link.springer.com/article/10.1007/s11629-024-8971-7,Article
High-Quality and Energy-Efficient Sensory Data Collection for IoT Systems,Arabian Journal for Science and Engineering,,,,10.1007/s13369-024-09364-0,Hualing LiuDefu CuiQian MaYiwen LiuGuanyu Li,2024,https://link.springer.com/article/10.1007/s13369-024-09364-0,Article
Green IoT: A Short Survey on Technical Evolution &amp; Techniques,Wireless Personal Communications,,,,10.1007/s11277-021-09142-3,Sakshi PopliRakesh Kumar JhaSanjeev Jain,2021,https://link.springer.com/article/10.1007/s11277-021-09142-3,Article
A Semi-Automated Solution Approach Recommender for a Given Use Case: a Case Study for AI/ML in Oncology via Scopus and OpenAI,Human-Centric Intelligent Systems,,,,10.1007/s44230-024-00070-6,Deniz Kenan KılıçAlex Elkjær VasegaardAurélien DesoeuvresPeter Nielsen,2024,https://link.springer.com/article/10.1007/s44230-024-00070-6,Article
Improved Stable Election Protocol with Self-Controlled Mobile Sink for Energy Management in WSNs,Arabian Journal for Science and Engineering,,,,10.1007/s13369-024-09698-9,Mohamed GuedmaniMohamed Ould Zmirli,2024,https://link.springer.com/article/10.1007/s13369-024-09698-9,Article
UAV Placement and Resource Management in Public Safety Networks: An Overview,Intelligent Unmanned Air Vehicles Communications for Public Safety Networks,,,,10.1007/978-981-19-1292-4_2,Rizwana ShahzadiMudassar AliMuhammad Naeem,2022,https://link.springer.com/chapter/10.1007/978-981-19-1292-4_2,Chapter
Optimizing flight path accuracy of an autonomous quadrotor in windy conditions: integrated control strategies for tracking under perturbations and uncertainties,International Journal of Dynamics and Control,,,,10.1007/s40435-024-01487-4,Sherif I. AbdelmaksoudMusa Mailah,2024,https://link.springer.com/article/10.1007/s40435-024-01487-4,Article
Autonomous Vehicles and Delivery Robots in SCM,"Blockchain, IoT, and AI Technologies for Supply Chain Management",,,,10.1007/979-8-8688-0315-4_11,D. PreethiR. S. ValarmathiG. Sasikala,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0315-4_11,Chapter
"Review on energy conservation and congestion mechanism in mobile WSN: taxonomy, software programs, challenges, and future trends",Wireless Networks,,,,10.1007/s11276-023-03340-6,Jeen Shene SSam Emmanuel W RVimal Kumar Stephen K,2023,https://link.springer.com/article/10.1007/s11276-023-03340-6,Article
Swarm Robotics Behaviors and Tasks: A Technical Review,Control Engineering in Robotics and Industrial Automation,,,,10.1007/978-3-030-74540-0_5,M. H. A. MajidM. R. ArshadR. M. Mokhtar,2022,https://link.springer.com/chapter/10.1007/978-3-030-74540-0_5,Chapter
Cloud-Based Drone Management System in Smart Cities,"Development and Future of Internet of Drones (IoD): Insights, Trends and Road Ahead",,,,10.1007/978-3-030-63339-4_8,Dinh-Dung Nguyen,2021,https://link.springer.com/chapter/10.1007/978-3-030-63339-4_8,Chapter
Robotics in Industry 4.0,"Handbook of Smart Materials, Technologies, and Devices",,,,10.1007/978-3-030-84205-5_68,Ashwin MisraAnuj AgrawalVihaan Misra,2022,https://link.springer.com/rwe/10.1007/978-3-030-84205-5_68,Reference work entry
SP2E: Online Spiral Coverage with Proactive Prevention Extremum for Unknown Environments,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-023-01844-z,Lin LiDianxi ShiSongchang JinShaowu YangYaoning LianHengzhu Liu,2023,https://link.springer.com/article/10.1007/s10846-023-01844-z,Article
Quantum-inspired metaheuristic algorithms: comprehensive survey and classification,Artificial Intelligence Review,,,,10.1007/s10462-022-10280-8,Farhad Soleimanian Gharehchopogh,2022,https://link.springer.com/article/10.1007/s10462-022-10280-8,Article
A large-scale clustering and 3D trajectory optimization approach for UAV swarms,Science China Information Sciences,,,,10.1007/s11432-020-3013-1,Ting MaHaibo ZhouBo QianAiyong Fu,2021,https://link.springer.com/article/10.1007/s11432-020-3013-1,Article
Intelligent fish farm—the future of aquaculture,Aquaculture International,,,,10.1007/s10499-021-00773-8,Cong WangZhen LiTan WangXianbao XuXiaoshuan ZhangDaoliang Li,2021,https://link.springer.com/article/10.1007/s10499-021-00773-8,Article
A comprehensive review of machine learning applications for internet of nano things: challenges and future directions,Artificial Intelligence Review,,,,10.1007/s10462-025-11211-z,Aryan RanaDeepika GautamPankaj KumarKranti KumarAthanasios V. VasilakosAshok Kumar DasVivekananda Bhat K,2025,https://link.springer.com/article/10.1007/s10462-025-11211-z,Article
Throughput analysis and optimization for NOMA Multi-UAV assisted disaster communication using CMA-ES,Wireless Networks,,,,10.1007/s11276-021-02771-3,Le-Mai-Duyen NguyenVan Nhan VoChakchai So-InViet-Hung Dang,2021,https://link.springer.com/article/10.1007/s11276-021-02771-3,Article
The mapping trick: leveraging RoboSoccer obstacle avoidance and navigation for advanced task scheduling solutions in foggy IoE ecosystems,The Journal of Supercomputing,,,,10.1007/s11227-025-07147-4,Seyed Omid AzarkasbSeyed Hossein Khasteh,2025,https://link.springer.com/article/10.1007/s11227-025-07147-4,Article
Applied Unmanned Aerial Vehicle Technologies: Opportunities and Constraints,"Sensing, Data Managing, and Control Technologies for Agricultural Systems",,,,10.1007/978-3-031-03834-1_11,Yongjun ZhengShenghui YangShijie Jiang,2022,https://link.springer.com/chapter/10.1007/978-3-031-03834-1_11,Chapter
Haptic Feedback Remote Control System for Electric Mechanical Assembly Vehicle Developed to Avoid Obstacles,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-023-01824-3,Paweł KowolPaweł NowakWacław BanaśPrzemysław BagierGrazia Lo Sciuto,2023,https://link.springer.com/article/10.1007/s10846-023-01824-3,Article
Reinforcement learning applications in environmental sustainability: a review,Artificial Intelligence Review,,,,10.1007/s10462-024-10706-5,Maddalena ZuccottoAlberto CastelliniDavide La TorreLapo MolaAlessandro Farinelli,2024,https://link.springer.com/article/10.1007/s10462-024-10706-5,Article
Optoelectronic Navigation Systems of Autonomous Mobile Ground Robots in Non-deterministic Environment,Optoelectronic Devices in Robotic Systems,,,,10.1007/978-3-031-09791-1_11,Oleg Sergiyenko,2022,https://link.springer.com/chapter/10.1007/978-3-031-09791-1_11,Chapter
Performance optimization of UAV-based IoT communications using a novel constrained gravitational search algorithm,Neural Computing and Applications,,,,10.1007/s00521-021-06178-1,Sepehr Ebrahimi MoodMing DingZihuai LinMohammad Masoud Javidi,2021,https://link.springer.com/article/10.1007/s00521-021-06178-1,Article
Joint task caching and privacy protecting task offloading for edge computing in industrial internet,Computing,,,,10.1007/s00607-025-01500-4,Yanping ChenHengyuan ZhangXiaomin JinHaizhou LiuZhongmin Wang,2025,https://link.springer.com/article/10.1007/s00607-025-01500-4,Article
Monocular-Based SLAM for Mobile Robots: Filtering-Optimization Hybrid Approach,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-023-01981-5,Rodrigo MunguiaJuan-Carlos TrujilloGuillermo Obregón-PulidoCarlos I. Aldana,2023,https://link.springer.com/article/10.1007/s10846-023-01981-5,Article
Improved artificial rabbits algorithm for global optimization and multi-level thresholding color image segmentation,Artificial Intelligence Review,,,,10.1007/s10462-024-11035-3,Heming JiaYuanyuan SuHonghua RaoMuzi LiangLaith AbualigahChibiao LiuXiaoguo Chen,2024,https://link.springer.com/article/10.1007/s10462-024-11035-3,Article
"A comprehensive survey on securing the social internet of things: protocols, threat mitigation, technological integrations, tools, and performance metrics",Scientific Reports,,,,10.1038/s41598-025-23865-4,Deepa Ashok PatilShyamala G.,2025,https://link.springer.com/article/10.1038/s41598-025-23865-4,Article
"Physical AI: bridging the sim-to-real divide toward embodied, ethical, and autonomous intelligence",Machine Learning for Computational Science and Engineering,,,,10.1007/s44379-025-00050-y,Partha Pratim Ray,2025,https://link.springer.com/article/10.1007/s44379-025-00050-y,Article
Social Structure to Artificial Implementation: Honeybees,Congress on Intelligent Systems,,,,10.1007/978-981-16-9113-3_21,Amit Singh,2022,https://link.springer.com/chapter/10.1007/978-981-16-9113-3_21,Conference paper
Robotics in Industry 4.0,"Handbook of Smart Materials, Technologies, and Devices",,,,10.1007/978-3-030-58675-1_68-1,Ashwin MisraAnuj AgrawalVihaan Misra,2021,https://link.springer.com/rwe/10.1007/978-3-030-58675-1_68-1,Living reference work entry
"Unveiling the Cutting Edge: A Comprehensive Survey of Localization Techniques in WSN, Leveraging Optimization and Machine Learning Approaches",Wireless Personal Communications,,,,10.1007/s11277-023-10630-x,Preeti YadavS. C. Sharma,2023,https://link.springer.com/article/10.1007/s11277-023-10630-x,Article
"Past, Present, and Future of Swarm Robotics",Intelligent Systems and Applications,,,,10.1007/978-3-030-82199-9_13,Ahmad Reza CheraghiSahdia ShahzadKalman Graffi,2022,https://link.springer.com/chapter/10.1007/978-3-030-82199-9_13,Conference paper
"Advancements in arithmetic optimization algorithm: theoretical foundations, variants, and applications",Multimedia Tools and Applications,,,,10.1007/s11042-023-17084-0,Vijay Kumar,2023,https://link.springer.com/article/10.1007/s11042-023-17084-0,Article
Using Multi-UAV for Rescue Environment Mapping: Task Planning Optimization Approach,CONTROLO 2020,,,,10.1007/978-3-030-58653-9_49,Ricardo RosaThadeu BritoAna I. PereiraJosé LimaMarco A. Wehrmeister,2021,https://link.springer.com/chapter/10.1007/978-3-030-58653-9_49,Conference paper
"HMDCS-UV: A concept study of Hybrid Monitoring, Detection and Cleaning System for Unmanned Vehicles",Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-021-01372-8,Salima BellaGhalem BelalemAssia BelbachirHichem Benfriha,2021,https://link.springer.com/article/10.1007/s10846-021-01372-8,Article
Computations and Methods,Computational Artificial Intelligence and Methods for industries,,,,10.1007/978-981-96-5277-8_2,Vijayarangan Natarajan,2025,https://link.springer.com/chapter/10.1007/978-981-96-5277-8_2,Chapter
Distributed Greedy Approach for Autonomous Surveillance Using Unmanned Aerial Vehicles,High Performance Computing,,,,10.1007/978-3-030-68035-0_10,Santiago BehakGiovani RondánMartín ZanettiSantiago IturriagaSergio Nesmachnow,2021,https://link.springer.com/chapter/10.1007/978-3-030-68035-0_10,Conference paper
"A comprehensive review of digital twin—part 2: roles of uncertainty quantification and optimization, a battery digital twin, and perspectives",Structural and Multidisciplinary Optimization,,,,10.1007/s00158-022-03410-x,Adam ThelenXiaoge ZhangOlga FinkYan LuSayan GhoshByeng D. YounMichael D. ToddSankaran MahadevanChao HuZhen Hu,2022,https://link.springer.com/article/10.1007/s00158-022-03410-x,Article
Fruit Fly Algorithm: A Brief Review,Intelligent and Cloud Computing,,,,10.1007/978-981-15-6202-0_54,Rasmita RautrayShreyasi BiswasRasmita DashRajashree Dash,2021,https://link.springer.com/chapter/10.1007/978-981-15-6202-0_54,Conference paper
